City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
302,Gifford,US,2020-11-07 18:17:41,27.68,-80.41,81.0,69,75,20.8
303,Toila,EE,2020-11-07 18:21:02,59.42,27.5,48.85,83,53,20.24
304,Aljezur,PT,2020-11-07 18:20:13,37.32,-8.8,62.31,83,7,8.37
305,Riachao Das Neves,BR,2020-11-07 18:21:02,-11.75,-44.91,84.22,62,54,6.31
306,Kholm,RU,2020-11-07 18:21:02,59.27,32.85,44.55,89,25,10.36
307,Utiel,ES,2020-11-07 18:21:03,39.57,-1.2,53.01,85,36,9.51
308,Leshukonskoye,RU,2020-11-07 18:21:03,64.9,45.76,35.11,88,100,8.34
309,Nara,JP,2020-11-07 18:21:03,34.69,135.8,62.01,98,98,3.8
310,Rodrigues Alves,BR,2020-11-07 18:21:03,-7.74,-72.65,89.6,66,75,6.93
311,Camacha,PT,2020-11-07 18:21:03,33.08,-16.33,68.0,77,40,8.05
312,Salto,UY,2020-11-07 18:21:03,-31.38,-57.97,84.0,47,40,19.46
313,Pedasi,PA,2020-11-07 18:21:04,7.53,-80.03,80.17,76,38,14.97
314,Nantucket,US,2020-11-07 18:16:53,41.28,-70.1,66.2,63,1,10.29
315,Jasa Tomic,RS,2020-11-07 18:21:04,45.45,20.86,48.0,93,0,4.7
316,Codajas,BR,2020-11-07 18:17:32,-3.84,-62.06,93.25,47,35,3.04
317,Mineiros,BR,2020-11-07 18:21:04,-17.57,-52.55,89.91,33,5,6.11
318,Ostrovnoy,RU,2020-11-07 18:16:31,68.05,39.51,34.5,90,71,9.73
319,Varkkallai,IN,2020-11-07 18:21:05,8.73,76.71,84.2,79,20,1.12
320,Gasa,PS,2020-11-07 18:21:05,31.5,34.47,71.6,60,20,5.82
321,Havre-Saint-Pierre,CA,2020-11-07 18:21:05,50.23,-63.6,35.6,47,1,11.41
322,Grindavik,IS,2020-11-07 18:21:05,63.84,-22.43,41.0,80,75,29.97
323,Gurupa,BR,2020-11-07 18:21:05,-1.41,-51.64,93.04,46,57,5.17
324,Carei,RO,2020-11-07 18:21:05,47.68,22.47,39.2,100,0,2.24
325,Irbit,RU,2020-11-07 18:21:06,57.67,63.07,35.17,94,100,4.36
326,Teguldet,RU,2020-11-07 18:21:06,57.31,88.17,37.62,89,99,9.35
327,Vila Do Maio,CV,2020-11-07 18:21:06,15.13,-23.22,86.0,55,0,10.29
328,Baihar,IN,2020-11-07 18:21:06,22.1,80.55,59.23,46,0,2.57
329,Belaya Kalitva,RU,2020-11-07 18:21:07,48.17,40.78,47.05,79,80,12.95
330,Srivardhan,IN,2020-11-07 18:17:54,18.03,73.02,78.6,67,0,4.61
331,Makhachkala,RU,2020-11-07 18:20:27,42.98,47.5,53.6,58,40,29.08
332,Sao Miguel Do Tapuio,BR,2020-11-07 18:21:07,-5.5,-41.32,96.73,30,16,8.7
333,Inhambane,MZ,2020-11-07 18:21:07,-23.86,35.38,80.6,88,0,9.17
334,Ratnagiri,IN,2020-11-07 18:21:08,16.98,73.3,79.32,76,17,4.16
335,Los Llanos De Aridane,ES,2020-11-07 18:20:15,28.66,-17.92,71.6,60,20,2.24
336,Snasa,NO,2020-11-07 18:21:08,64.25,12.38,40.39,74,98,6.31
337,Chapais,CA,2020-11-07 18:17:18,49.78,-74.85,30.2,80,90,6.93
338,Antofagasta,CL,2020-11-07 18:17:06,-23.65,-70.4,64.4,63,20,13.87
339,Gravdal,NO,2020-11-07 18:21:08,68.12,13.5,37.4,74,40,20.8
340,Borborema,BR,2020-11-07 18:20:30,-21.62,-49.07,94.23,21,0,5.97
341,Tuquerres,CO,2020-11-07 18:21:09,1.09,-77.62,58.59,79,60,2.95
342,Kot Diji,PK,2020-11-07 18:21:09,27.34,68.71,68.0,72,0,3.04
343,Caravelas,BR,2020-11-07 18:18:06,-17.71,-39.25,82.94,63,13,8.9
344,Hukuntsi,BW,2020-11-07 18:21:10,-24.0,21.75,89.06,16,0,2.08
345,Miranda,CO,2020-11-07 18:21:10,3.25,-76.23,86.0,45,40,2.24
346,Mucurapo,TT,2020-11-07 18:21:10,10.67,-61.53,86.0,74,40,10.29
347,Catalina,US,2020-11-07 18:21:10,32.51,-110.92,79.0,34,79,13.0
348,Hatillo,PR,2020-11-07 18:21:10,18.49,-66.83,84.99,74,40,5.82
349,Obo,CF,2020-11-07 18:21:11,5.4,26.49,72.14,90,93,3.18
350,Laguna,US,2020-11-07 18:16:30,38.42,-121.42,55.99,54,1,2.01
351,Rodez,FR,2020-11-07 18:21:11,44.5,2.58,59.0,77,75,21.92
352,Tarancon,ES,2020-11-07 18:21:11,40.01,-3.01,55.4,76,40,10.29
353,Meridian,US,2020-11-07 18:20:33,43.61,-116.39,48.99,66,75,10.29
354,Manaus,BR,2020-11-07 18:20:52,-3.1,-60.02,91.4,59,40,8.05
355,Kurya,RU,2020-11-07 18:21:12,51.6,82.29,42.73,64,28,12.44
356,Pisco,PE,2020-11-07 18:17:21,-13.7,-76.22,64.99,82,90,9.17
357,Staryy Nadym,RU,2020-11-07 18:21:12,65.61,72.68,32.45,98,100,2.55
358,Verkhnyaya Inta,RU,2020-11-07 18:21:12,65.98,60.31,30.45,98,100,10.51
359,Eggenfelden,DE,2020-11-07 18:21:12,48.41,12.76,37.0,95,0,3.29
360,Khombole,SN,2020-11-07 18:21:13,14.77,-16.7,100.4,43,0,12.75
361,Praia,CV,2020-11-07 18:20:03,14.92,-23.51,86.0,55,0,10.29
362,Escanaba,US,2020-11-07 18:20:49,45.75,-87.06,64.0,77,1,12.75
363,Abeche,TD,2020-11-07 18:21:13,13.83,20.83,83.61,20,19,9.33
364,Sabzevar,IR,2020-11-07 18:21:13,36.21,57.68,54.48,32,99,0.85
365,Pangody,RU,2020-11-07 18:20:26,65.85,74.49,32.31,98,100,5.55
366,Atasu,KZ,2020-11-07 18:17:08,48.68,71.64,46.31,47,100,12.62
367,Rayadrug,IN,2020-11-07 18:21:14,14.7,76.87,72.75,87,0,9.26
368,Synya,RU,2020-11-07 18:21:14,65.37,58.04,30.11,98,100,6.4
369,Dolny Kubin,SK,2020-11-07 18:21:14,49.21,19.3,42.01,93,0,1.12
370,Umtata,ZA,2020-11-07 18:21:15,-31.59,28.78,63.93,94,27,2.66
371,Eidsvoll,NO,2020-11-07 18:21:15,60.33,11.26,39.99,93,40,3.36
372,Ceska Skalice,CZ,2020-11-07 18:21:15,50.39,16.04,46.99,87,0,1.01
373,Awbari,LY,2020-11-07 18:21:15,26.59,12.78,60.3,45,76,3.24
374,Ovalle,CL,2020-11-07 18:21:15,-30.6,-71.2,81.16,30,0,11.36
375,Tiznit,MA,2020-11-07 18:21:16,29.58,-9.5,65.77,63,0,4.94
376,Mao,ES,2020-11-07 18:17:21,39.89,4.27,66.2,93,0,8.05
377,Alegrete,BR,2020-11-07 18:21:16,-29.78,-55.79,83.64,44,62,8.9
378,Penaflor,CL,2020-11-07 18:21:17,-33.62,-70.92,90.0,18,0,12.75
379,Chiriqui,PA,2020-11-07 18:21:17,8.4,-82.32,80.6,74,40,10.29
380,Canoinhas,BR,2020-11-07 18:21:17,-26.18,-50.39,88.23,22,0,2.15
381,Suluq,LY,2020-11-07 18:21:17,31.67,20.25,66.43,70,12,16.11
382,Kuli,RU,2020-11-07 18:21:17,42.02,47.24,51.8,66,75,5.46
383,Micheweni,TZ,2020-11-07 18:21:18,-4.97,39.83,79.7,82,82,10.29
384,Barra Patuca,HN,2020-11-07 18:21:18,15.8,-84.28,82.53,80,74,18.45
385,Mastic Beach,US,2020-11-07 18:20:50,40.77,-72.85,71.6,43,1,8.05
386,Grand Gaube,MU,2020-11-07 18:21:18,-20.01,57.66,73.0,72,2,3.0
387,Nouadhibou,MR,2020-11-07 18:19:59,20.93,-17.03,77.0,61,0,11.41
388,Kamariotissa,GR,2020-11-07 18:21:18,40.48,25.47,59.0,82,20,14.99
389,Jetalsar,IN,2020-11-07 18:21:19,21.7,70.58,73.13,41,0,1.07
390,Bathsheba,BB,2020-11-07 18:16:46,13.22,-59.52,86.0,74,40,17.22
391,Magole,TZ,2020-11-07 18:21:19,-6.37,37.37,80.6,65,40,6.64
392,Mwense,ZM,2020-11-07 18:19:30,-10.38,28.7,78.4,40,8,6.42
393,Aksarka,RU,2020-11-07 18:21:19,66.56,67.8,29.16,99,100,1.5
394,Thompson,CA,2020-11-07 18:21:20,55.74,-97.86,17.6,85,90,2.24
395,Boma,GH,2020-11-07 18:21:20,7.08,-2.17,78.89,70,72,1.63
396,Moose Factory,CA,2020-11-07 18:21:20,51.26,-80.61,32.0,88,40,10.29
397,Tucurui,BR,2020-11-07 18:16:54,-3.77,-49.67,87.75,62,49,4.36
398,Puerto Ayora,EC,2020-11-07 18:19:35,-0.74,-90.35,75.2,69,75,19.46
399,Inirida,CO,2020-11-07 18:21:21,3.87,-67.92,86.32,78,88,0.51
400,Barpali,IN,2020-11-07 18:21:21,21.2,83.58,65.66,50,0,1.83
401,Balkhash,KZ,2020-11-07 18:17:53,46.84,74.98,44.15,59,99,9.8
402,Benguela,AO,2020-11-07 18:21:21,-12.58,13.41,77.34,73,100,7.05
403,Ornskoldsvik,SE,2020-11-07 18:21:21,63.29,18.72,41.0,65,50,9.17
404,Sao Joao Da Barra,BR,2020-11-07 18:16:50,-21.64,-41.05,78.8,74,75,16.11
405,Novaya Malykla,RU,2020-11-07 18:21:22,54.2,49.95,34.7,89,88,8.28
406,Kichmengskiy Gorodok,RU,2020-11-07 18:21:22,59.98,45.79,34.36,90,79,8.08
407,Kisangani,CD,2020-11-07 18:16:35,0.52,25.2,71.76,92,39,1.43
408,Roscrea,IE,2020-11-07 18:21:22,52.95,-7.8,53.01,87,100,1.01
409,Valparaiso,CL,2020-11-07 18:21:22,-33.04,-71.63,59.0,72,1,8.05
410,Porto Seguro,BR,2020-11-07 18:21:23,-16.45,-39.06,80.6,78,40,12.75
411,Parana,AR,2020-11-07 18:21:23,-31.73,-60.52,90.0,25,0,1.99
412,Hofn,IS,2020-11-07 18:20:20,64.25,-15.21,40.78,75,74,7.67
413,Kapuskasing,CA,2020-11-07 18:21:23,49.42,-82.43,35.6,93,100,3.36
414,Inyonga,TZ,2020-11-07 18:21:24,-6.72,32.07,81.21,29,45,2.19
415,Muros,ES,2020-11-07 18:21:24,42.78,-9.06,59.0,93,75,9.17
416,Sindal,DK,2020-11-07 18:21:24,57.47,10.2,48.0,87,81,1.99
417,Pozoblanco,ES,2020-11-07 18:21:24,38.38,-4.85,59.0,87,20,2.24
418,Sao Felix Do Xingu,BR,2020-11-07 18:21:25,-6.64,-51.99,90.57,50,43,5.14
419,Ambilobe,MG,2020-11-07 18:16:34,-13.2,49.05,76.89,74,79,3.44
420,Jibuti,DJ,2020-11-07 18:19:51,11.5,42.5,82.4,65,40,14.72
421,Cacu,BR,2020-11-07 18:21:25,-18.56,-51.13,100.13,19,2,3.49
422,Corrente,BR,2020-11-07 18:21:26,-3.74,-43.34,92.89,42,56,4.38
423,Bam,IR,2020-11-07 18:21:26,29.11,58.36,64.08,26,0,8.81
424,Salima,MW,2020-11-07 18:21:26,-13.78,34.46,80.92,45,28,1.72
425,Mariestad,SE,2020-11-07 18:21:26,58.71,13.82,50.0,87,79,12.75
426,Mahibadhoo,MV,2020-11-07 18:20:34,3.78,72.97,84.15,74,98,9.08
427,Eskisehir,TR,2020-11-07 18:18:20,39.78,30.52,44.6,75,20,8.05
428,Kemijarvi,FI,2020-11-07 18:21:27,66.71,27.43,35.56,80,46,14.97
429,Nosy Varika,MG,2020-11-07 18:21:27,-20.58,48.53,73.72,84,6,8.63
430,Log,RU,2020-11-07 18:20:09,49.48,43.86,42.17,74,91,12.71
431,Maarianhamina,AX,2020-11-07 18:21:27,60.1,19.93,50.0,81,90,5.82
432,Luba,GQ,2020-11-07 18:21:27,3.46,8.55,79.68,80,57,7.67
433,Rio Gallegos,AR,2020-11-07 18:21:28,-51.62,-69.22,66.2,34,0,17.22
434,Gambela,ET,2020-11-07 18:17:58,8.25,34.58,74.88,82,73,3.4
435,Conde,BR,2020-11-07 18:17:24,-7.26,-34.91,86.0,70,75,17.22
436,At-Bashi,KG,2020-11-07 18:21:28,41.17,75.81,34.57,51,31,1.97
437,Yar-Sale,RU,2020-11-07 18:18:00,66.83,70.83,28.76,99,93,4.14
438,Jalu,LY,2020-11-07 18:21:29,29.03,21.55,67.68,48,0,10.98
439,Souris,CA,2020-11-07 18:21:29,49.62,-100.26,28.99,92,90,17.22
440,Manakara,MG,2020-11-07 18:21:29,-22.13,48.02,73.51,84,87,9.33
441,Saint-Georges,GD,2020-11-07 18:20:06,12.06,-61.75,86.0,74,20,23.04
442,San Joaquin,US,2020-11-07 18:21:29,37.93,-121.3,53.6,66,90,12.75
443,Umm Kaddadah,SD,2020-11-07 18:21:29,13.6,26.69,80.38,18,8,9.6
444,Young,UY,2020-11-07 18:21:30,-32.68,-57.63,84.0,38,8,4.0
445,Walvis Bay,NA,2020-11-07 18:17:45,-22.96,14.51,62.6,77,0,12.75
446,Kishni,IN,2020-11-07 18:21:30,27.02,79.26,67.89,24,0,1.43
447,Talnakh,RU,2020-11-07 18:21:30,69.49,88.4,17.6,85,75,8.95
448,Hambantota,LK,2020-11-07 18:20:31,6.12,81.12,79.88,82,6,10.94
449,Manga,BF,2020-11-07 18:21:31,11.66,-1.07,82.83,15,11,2.91
450,Hvide Sande,DK,2020-11-07 18:21:31,56.0,8.13,42.01,82,45,5.06
451,Vila Franca Do Campo,PT,2020-11-07 18:17:50,37.72,-25.43,62.6,63,40,11.41
452,Razole,IN,2020-11-07 18:21:31,16.48,81.83,76.06,86,0,4.16
453,Campo Verde,BR,2020-11-07 18:21:31,-20.42,-54.07,96.8,26,0,9.17
454,Svetlyy,RU,2020-11-07 18:21:32,54.67,20.13,48.2,93,90,6.71
455,Sovetskiy,RU,2020-11-07 18:21:32,61.36,63.58,31.64,99,96,3.83
456,Pokoynoye,RU,2020-11-07 18:21:32,44.81,44.25,50.18,58,100,25.28
457,Nampula,MZ,2020-11-07 18:21:32,-15.12,39.27,84.0,61,0,16.11
458,Faya,SA,2020-11-07 18:17:21,18.39,42.45,64.4,82,20,6.93
459,Bahia De Caraquez,EC,2020-11-07 18:21:33,-0.6,-80.42,78.8,69,75,13.87
460,Copiapo,CL,2020-11-07 18:20:27,-27.37,-70.33,62.6,67,90,6.93
461,Novoagansk,RU,2020-11-07 18:21:33,61.94,76.66,32.58,97,100,10.07
462,Atemar,RU,2020-11-07 18:21:08,54.18,45.41,35.8,90,94,11.68
463,Hoganas,SE,2020-11-07 18:21:33,56.2,12.56,48.2,81,43,9.17
464,Puerto Plata,DO,2020-11-07 18:21:34,19.79,-70.69,87.8,66,75,11.41
465,Yashkul,RU,2020-11-07 18:21:34,46.17,45.34,48.09,69,100,24.61
466,Scarborough,GB,2020-11-07 18:21:34,54.28,-0.4,46.99,91,30,5.77
467,Mvuma,ZW,2020-11-07 18:21:34,-19.28,30.53,76.46,38,31,1.9
468,Jumla,NP,2020-11-07 18:17:00,29.27,82.18,41.29,57,0,3.49
469,Imeni Morozova,RU,2020-11-07 18:21:34,59.98,31.04,48.0,85,22,13.98
470,Samana,DO,2020-11-07 18:21:34,19.21,-69.34,87.8,70,40,6.93
471,Kachiry,KZ,2020-11-07 18:21:35,53.07,76.1,44.8,56,95,12.26
472,Maksatikha,RU,2020-11-07 18:20:09,57.8,35.88,42.93,91,6,10.0
473,Kasongo-Lunda,CD,2020-11-07 18:21:35,-6.47,16.82,74.03,91,77,2.08
474,Marsabit,KE,2020-11-07 18:21:35,2.33,37.99,67.82,84,53,12.64
475,Nyzhni Sirohozy,UA,2020-11-07 18:21:36,46.85,34.38,49.78,78,0,8.68
476,Taltal,CL,2020-11-07 18:21:36,-25.4,-70.48,64.89,63,23,5.82
477,Viseu,PT,2020-11-07 18:18:59,40.66,-7.91,60.01,73,64,5.99
478,Somerset East,ZA,2020-11-07 18:21:37,-32.72,25.59,73.98,31,74,12.95
479,Veraval,IN,2020-11-07 18:21:37,20.9,70.37,79.57,47,0,6.06
480,Medvezhyegorsk,RU,2020-11-07 18:21:37,62.92,34.47,47.84,72,99,14.45
481,Margate,GB,2020-11-07 18:21:37,51.38,1.39,54.0,88,19,1.99
482,Yenagoa,NG,2020-11-07 18:17:26,4.92,6.26,77.94,88,100,5.55
483,Bastia,FR,2020-11-07 18:21:37,42.67,9.33,60.01,87,54,3.36
484,Berbera,SO,2020-11-07 18:21:38,10.44,45.01,80.06,73,22,5.35
485,Ivanteyevka,RU,2020-11-07 18:21:38,55.97,37.92,71.04,75,0,8.95
486,Nortelandia,BR,2020-11-07 18:21:38,-14.45,-56.8,96.17,33,78,4.99
487,Dusti,TJ,2020-11-07 18:21:38,37.35,68.66,50.0,61,20,2.24
488,Zhanaozen,KZ,2020-11-07 18:21:38,43.3,52.8,43.61,70,82,8.81
489,Barsi,IN,2020-11-07 18:21:38,18.23,75.7,72.28,60,14,13.18
490,Kasempa,ZM,2020-11-07 18:21:39,-13.46,25.83,78.13,22,14,2.59
491,Fandriana,MG,2020-11-07 18:21:39,-20.23,47.38,63.46,89,48,2.48
492,Beirut,LB,2020-11-07 18:21:39,33.89,35.49,73.4,64,13,4.7
493,Keti Bandar,PK,2020-11-07 18:21:40,24.14,67.45,78.49,51,0,5.17
494,Rocha,UY,2020-11-07 18:21:40,-34.48,-54.33,72.48,64,32,11.05
495,Turinsk,RU,2020-11-07 18:21:40,58.05,63.7,35.42,95,100,4.14
496,Boa Vista,BR,2020-11-07 18:21:40,2.82,-60.67,87.8,62,75,12.75
497,Acarau,BR,2020-11-07 18:21:40,-2.89,-40.12,86.72,58,80,21.59
498,Albolote,ES,2020-11-07 18:21:41,37.23,-3.66,57.99,87,20,5.82
499,Olinda,BR,2020-11-07 18:21:41,-8.01,-34.86,84.2,74,75,16.11
500,Nata,PA,2020-11-07 18:21:41,8.33,-80.52,84.2,70,20,6.93
501,Kigali,RW,2020-11-07 18:20:34,-1.95,30.06,68.0,88,40,2.24
502,Odweyne,SO,2020-11-07 18:21:41,9.41,45.06,75.04,37,46,8.41
503,Mwinilunga,ZM,2020-11-07 18:21:42,-11.74,24.43,77.45,44,83,3.04
504,Liberia,LR,2020-11-07 18:21:42,6.5,-9.5,80.37,76,100,3.04
505,Rio Grande,BR,2020-11-07 18:19:21,-32.03,-52.1,73.4,69,75,21.92
506,Rincon,US,2020-11-07 18:17:13,32.3,-81.24,80.6,61,75,14.99
507,Shache,CN,2020-11-07 18:21:43,38.42,77.24,33.01,85,0,2.06
508,Urdoma,RU,2020-11-07 18:21:43,61.75,48.54,33.04,94,88,6.55
509,Nassjo,SE,2020-11-07 18:21:43,57.65,14.7,48.2,93,80,10.29
510,Jacareacanga,BR,2020-11-07 18:20:40,-6.22,-57.75,94.32,43,100,5.01
511,Bubaque,GW,2020-11-07 18:21:44,11.28,-15.83,86.05,71,0,12.33
512,Mehamn,NO,2020-11-07 18:16:51,71.04,27.85,39.2,80,90,25.28
513,Jijiga,ET,2020-11-07 18:21:44,9.35,42.8,66.92,72,61,3.98
514,Vawkavysk,BY,2020-11-07 18:21:44,53.16,24.45,46.9,93,2,7.09
515,Wesselsbron,ZA,2020-11-07 18:21:44,-27.85,26.37,80.08,21,0,5.7
516,San Pedro,PH,2020-11-07 18:21:44,14.35,121.02,75.2,88,90,8.05
517,Arlit,NE,2020-11-07 18:21:44,18.74,7.39,80.96,17,0,16.6
518,Stromness,GB,2020-11-07 18:21:45,58.97,-3.3,46.4,75,64,1.12
519,Malaut,IN,2020-11-07 18:21:45,30.22,74.48,63.79,26,0,0.92
520,Wilmington,US,2020-11-07 18:21:45,34.23,-77.94,78.8,57,1,11.41
521,Kitob,UZ,2020-11-07 18:21:45,39.08,66.83,67.23,21,66,7.76
522,Sidi Ali,DZ,2020-11-07 18:16:54,36.1,0.42,65.86,67,13,2.53
523,Lagos,NG,2020-11-07 18:20:42,6.58,3.75,78.8,83,20,2.24
524,Fort Wellington,GY,2020-11-07 18:21:46,6.4,-57.6,84.85,76,99,5.7
525,Mashhad,IR,2020-11-07 18:18:05,36.3,59.61,60.8,27,0,6.93
526,Melnikovo,RU,2020-11-07 18:21:46,56.56,84.08,41.0,75,64,11.88
527,Raga,SS,2020-11-07 18:21:46,8.46,25.68,77.63,36,9,3.13
528,Mega,ET,2020-11-07 18:21:46,4.05,38.3,61.36,100,70,8.12
529,Itambe,BR,2020-11-07 18:21:47,-15.24,-40.62,84.15,58,100,6.35
530,Narasannapeta,IN,2020-11-07 18:21:47,18.42,84.05,73.02,77,0,6.15
531,Srikakulam,IN,2020-11-07 18:21:47,18.3,83.9,73.27,78,0,6.38
532,Surt,LY,2020-11-07 18:17:30,31.21,16.59,69.44,69,11,14.03
533,Jurado,CO,2020-11-07 18:21:47,7.11,-77.76,82.24,64,64,8.93
534,Vadinsk,RU,2020-11-07 18:21:48,53.69,43.06,38.82,84,74,12.03
535,Meiringen,CH,2020-11-07 18:21:48,46.73,8.18,46.1,93,49,8.3
536,Kouroussa,GN,2020-11-07 18:21:48,10.65,-9.88,85.3,35,0,2.53
537,Kurtamysh,RU,2020-11-07 18:21:48,54.91,64.43,37.42,97,100,3.53
538,Kamien Pomorski,PL,2020-11-07 18:21:48,53.97,14.77,43.0,100,0,8.05
539,Izazi,TZ,2020-11-07 18:21:49,-7.2,35.73,73.4,56,20,16.11
540,Salisbury,GB,2020-11-07 18:19:48,51.07,-1.8,53.6,93,38,10.29
541,Abomsa,ET,2020-11-07 18:21:49,9.98,39.98,71.96,46,22,4.23
542,Morondava,MG,2020-11-07 18:17:31,-20.28,44.28,80.53,81,0,11.61
543,Glushkovo,RU,2020-11-07 18:21:49,51.34,34.63,43.32,93,38,7.67
544,Ugra,RU,2020-11-07 18:21:50,54.78,34.33,43.05,93,1,7.16
545,Maine-Soroa,NE,2020-11-07 18:21:50,13.21,12.02,78.96,18,2,9.53
546,Baghdad,IQ,2020-11-07 18:21:50,33.34,44.4,71.6,46,0,9.17
547,Necochea,AR,2020-11-07 18:21:50,-38.55,-58.74,64.99,75,2,5.99
548,Dalvik,IS,2020-11-07 18:21:51,65.97,-18.53,42.8,60,75,17.22
549,Nueve De Julio,AR,2020-11-07 18:21:51,-35.44,-60.88,81.0,47,0,5.99
550,Paamiut,GL,2020-11-07 18:17:35,61.99,-49.67,29.35,89,100,13.58
551,Kulhudhuffushi,MV,2020-11-07 18:21:51,6.62,73.07,84.0,76,100,14.03
552,Lixourion,GR,2020-11-07 18:21:51,38.2,20.43,64.4,68,0,5.82
553,Verkhnyaya Toyma,RU,2020-11-07 18:17:57,62.23,45.0,35.02,88,89,7.07
554,Marzuq,YE,2020-11-07 18:21:52,14.4,46.47,66.79,55,0,4.38
555,Donauworth,DE,2020-11-07 18:21:52,48.7,10.8,39.0,96,0,4.21
556,Sikasso,ML,2020-11-07 18:21:52,10.92,-7.0,85.86,24,0,3.02
557,Pitimbu,BR,2020-11-07 18:21:52,-7.47,-34.81,84.2,70,40,18.34
558,Kaberamaido,UG,2020-11-07 18:21:52,1.74,33.16,69.26,89,100,1.61
559,Shahr-E Babak,IR,2020-11-07 18:21:53,30.12,55.12,45.05,49,36,3.33
560,Mount Darwin,ZW,2020-11-07 18:21:53,-16.77,31.58,85.05,20,0,5.01
561,Kayes,ML,2020-11-07 18:21:53,14.0,-11.0,96.17,14,0,6.82
562,Aripuana,BR,2020-11-07 18:21:53,-9.17,-60.63,98.04,34,70,4.54
563,Tyssedal,NO,2020-11-07 18:21:53,60.12,6.56,48.0,94,100,1.99
564,Boulsa,BF,2020-11-07 18:21:54,12.67,-0.58,81.93,17,0,3.8
565,Ikalamavony,MG,2020-11-07 18:21:54,-21.15,46.58,75.24,67,90,4.88
566,Vieux-Habitants,GP,2020-11-07 18:21:54,16.06,-61.77,86.0,66,40,12.75
567,Plettenberg Bay,ZA,2020-11-07 18:17:21,-34.05,23.37,62.47,72,13,0.72
568,Purranque,CL,2020-11-07 18:21:00,-40.92,-73.17,64.4,55,0,9.17
569,Mecca,SA,2020-11-07 18:18:09,21.43,39.83,78.08,65,44,3.71
570,Neuquen,AR,2020-11-07 18:21:55,-38.95,-68.06,84.2,28,0,18.34
571,Antananarivo,MG,2020-11-07 18:21:55,-18.91,47.54,66.2,82,20,10.29
572,Pryazha,RU,2020-11-07 18:21:55,61.69,33.62,48.2,70,76,15.66
573,Dakar,SN,2020-11-07 18:21:55,14.69,-17.44,86.0,62,0,9.17
574,Takoradi,GH,2020-11-07 18:21:56,4.88,-1.76,79.66,85,60,8.28
575,Fershampenuaz,RU,2020-11-07 18:21:56,53.52,59.81,37.24,86,100,7.4
576,Kalush,UA,2020-11-07 18:21:56,49.01,24.37,35.6,93,0,3.36
577,Esmeraldas,BR,2020-11-07 18:21:56,-19.76,-44.31,87.8,40,75,8.05
578,Cabedelo,BR,2020-11-07 18:18:52,-6.98,-34.83,86.0,70,75,17.22
579,Puerto Maldonado,PE,2020-11-07 18:21:56,-12.6,-69.18,95.0,56,0,5.82
580,Coruripe,BR,2020-11-07 18:21:57,-10.13,-36.18,82.69,72,2,15.41
581,Vredendal,ZA,2020-11-07 18:21:57,-31.67,18.5,61.36,76,25,10.38
582,Ijui,BR,2020-11-07 18:21:57,-28.39,-53.91,91.4,20,0,6.15
583,Marabba,SD,2020-11-07 18:21:57,12.35,32.18,85.01,18,98,8.19
584,Chaman,PK,2020-11-07 18:21:57,30.92,66.45,48.54,51,0,2.17
585,Campos Novos,BR,2020-11-07 18:21:58,-27.4,-51.23,85.62,23,0,5.32
586,Itupiranga,BR,2020-11-07 18:21:58,-5.13,-49.33,93.2,52,40,4.7
587,Cabrobo,BR,2020-11-07 18:19:03,-8.51,-39.31,93.99,28,24,14.81
588,Baraboo,US,2020-11-07 18:21:58,43.47,-89.74,68.0,52,1,13.87
589,Oyem,GA,2020-11-07 18:21:58,1.6,11.58,70.92,95,65,1.68
590,Bachatskiy,RU,2020-11-07 18:21:59,54.29,86.13,40.51,57,93,5.59
591,Nivala,FI,2020-11-07 18:21:59,63.92,24.97,41.0,72,36,11.01
592,Stary Plzenec,CZ,2020-11-07 18:22:00,49.7,13.47,37.0,71,0,1.12
593,Alcaniz,ES,2020-11-07 18:22:00,41.05,-0.13,55.0,90,66,3.0
594,Tsiroanomandidy,MG,2020-11-07 18:22:01,-18.77,46.03,74.32,67,87,3.33
