City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
306,Husavik,IS,66.04,-17.34,33.8,82,0,4.7,clear sky
307,Mekhe,SN,15.11,-16.62,104.0,17,0,4.7,clear sky
308,Massakory,TD,13.0,15.73,82.99,20,10,10.13,clear sky
309,Agadez,NE,19.75,10.25,71.44,24,0,8.21,clear sky
310,Santa Maria Del Oro,MX,25.93,-105.37,77.0,26,0,16.82,clear sky
311,Gigmoto,PH,13.78,124.39,81.03,86,99,9.55,light rain
312,Krasnoselkup,RU,65.7,82.47,8.37,95,84,6.6,broken clouds
313,Tabuk,PH,17.42,121.44,73.08,88,100,3.76,light rain
314,Tupik,RU,54.43,119.93,10.81,91,10,1.72,clear sky
315,Ondarroa,ES,43.32,-2.42,62.6,72,20,3.36,few clouds
316,Hambantota,LK,6.12,81.12,78.93,85,56,10.18,moderate rain
317,Bontang,ID,0.13,117.5,78.4,85,68,7.74,broken clouds
318,Pochutla,MX,15.74,-96.47,84.2,70,90,4.76,overcast clouds
319,Batagay-Alyta,RU,67.8,130.41,-17.1,85,0,2.62,clear sky
320,Pendleton,US,45.67,-118.79,32.0,79,1,6.93,clear sky
321,Nampula,MZ,-15.12,39.27,86.0,45,20,16.11,few clouds
322,Bonavista,CA,48.65,-53.11,36.0,75,96,4.7,overcast clouds
323,Abha,SA,18.22,42.51,66.2,82,0,2.01,clear sky
324,Victoria Point,AU,-27.58,153.3,64.0,71,79,7.9,broken clouds
325,Harfleur,FR,49.51,0.2,59.0,82,90,6.93,overcast clouds
326,Ust-Tsilma,RU,65.44,52.15,26.55,98,93,3.83,overcast clouds
327,Cherskiy,RU,68.75,161.3,2.64,94,100,5.61,light snow
328,Tura,IN,25.52,90.22,66.02,66,0,3.33,clear sky
329,El Rosario,MX,24.26,-107.18,88.0,54,5,6.49,smoke
330,Valle De Allende,MX,26.93,-105.4,73.96,28,27,15.95,scattered clouds
331,Takab,IR,36.4,47.11,49.86,61,90,1.66,overcast clouds
332,Harindanga,IN,22.04,88.32,75.2,69,0,6.06,haze
333,Betare Oya,CM,5.6,14.08,72.99,60,6,1.34,clear sky
334,Taywarah,AF,33.35,64.42,29.62,89,0,2.21,clear sky
335,Grants,US,35.15,-107.85,35.6,69,90,13.87,overcast clouds
336,Tsevie,TG,6.43,1.21,84.2,74,20,10.29,few clouds
337,Inhambane,MZ,-23.86,35.38,82.4,78,20,5.82,few clouds
338,Poso,ID,-1.4,120.75,76.39,75,100,4.59,overcast clouds
339,Acapulco,MX,16.86,-99.89,86.0,62,20,3.36,few clouds
340,Vardo,NO,70.37,31.11,33.8,86,75,23.04,shower rain
341,Yuzhno-Kurilsk,RU,44.03,145.86,34.95,85,99,0.45,overcast clouds
342,Cidreira,BR,-30.18,-50.21,67.75,88,100,17.49,moderate rain
343,Uaua,BR,-9.84,-39.48,84.88,45,89,13.42,overcast clouds
344,Ust-Omchug,RU,61.15,149.63,-4.63,87,97,5.68,overcast clouds
345,Udachnyy,RU,66.42,112.4,10.4,92,90,11.18,snow
346,Katsuura,JP,35.13,140.3,55.4,58,75,9.17,broken clouds
347,Gushikawa,JP,26.35,127.87,69.8,64,90,11.41,overcast clouds
348,Chokwe,MZ,-24.53,32.98,80.31,67,82,15.57,broken clouds
349,Nur,PL,52.67,22.32,44.01,90,86,1.99,overcast clouds
350,Yumen,CN,40.28,97.2,29.64,81,0,2.62,clear sky
351,Tuatapere,NZ,-46.13,167.68,40.87,91,8,3.31,clear sky
352,Torbay,CA,47.67,-52.73,39.0,64,90,23.04,overcast clouds
353,Hervey Bay,AU,-25.3,152.85,62.01,76,51,1.01,broken clouds
354,Chokurdakh,RU,70.63,147.92,-17.48,90,59,2.68,broken clouds
355,Lubin,PL,51.4,16.2,45.0,95,46,3.0,scattered clouds
356,Guerrero Negro,MX,27.98,-114.06,66.42,59,52,15.28,broken clouds
357,Baruun-Urt,MN,46.68,113.28,30.43,86,0,11.83,clear sky
358,Mongagua,BR,-24.09,-46.62,78.8,73,90,3.36,overcast clouds
359,Brae,GB,60.4,-1.35,51.8,93,90,8.05,overcast clouds
360,Teeli,RU,51.03,90.23,25.61,89,41,1.21,scattered clouds
361,San Quintin,MX,30.48,-115.95,62.02,51,66,12.21,broken clouds
362,Conway,US,35.09,-92.44,71.6,83,90,9.17,overcast clouds
363,Champerico,GT,14.3,-91.92,82.4,83,40,6.93,scattered clouds
