City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
316,Saint-Augustin,CA,51.23,-58.65,33.31,82,56,3.58,broken clouds
317,Inirida,CO,3.87,-67.92,88.16,61,80,1.45,light rain
318,Partizansk,RU,43.13,133.13,19.54,81,1,5.7,clear sky
319,Le Port,RE,-20.94,55.29,71.6,83,75,9.17,broken clouds
320,Ribeira Grande,PT,38.52,-28.7,66.2,82,75,21.92,shower rain
321,Skjervoy,NO,70.03,20.97,37.4,64,75,25.28,shower rain
322,Mae Hong Son,TH,19.3,97.97,66.99,73,0,2.08,clear sky
323,Vysokogornyy,RU,50.12,139.15,4.77,86,25,5.66,scattered clouds
324,Axim,GH,4.87,-2.24,78.76,86,69,7.34,light rain
325,Grand-Santi,GF,4.25,-54.38,93.11,39,8,4.16,clear sky
326,Huangmei,CN,30.19,116.03,54.19,56,0,5.06,clear sky
327,Dubai,AE,25.26,55.3,82.4,69,0,4.7,clear sky
328,Bergama,TR,39.12,27.18,60.8,72,20,13.87,few clouds
329,Keetmanshoop,NA,-26.58,18.13,69.8,19,0,14.99,clear sky
330,Poum,NC,-20.23,164.02,74.23,76,69,14.65,broken clouds
331,Bandarbeyla,SO,9.49,50.81,77.07,84,34,16.75,scattered clouds
332,Mehamn,NO,71.04,27.85,37.4,59,75,19.46,shower snow
333,Rundu,NA,-17.93,19.77,82.74,31,37,9.66,scattered clouds
334,Acapulco,MX,16.86,-99.89,86.0,66,20,10.29,few clouds
335,Turukhansk,RU,65.82,87.98,19.65,98,100,8.19,light snow
336,Upata,VE,8.01,-62.4,87.01,65,94,5.99,overcast clouds
337,Tucuman,AR,-26.82,-65.22,86.0,40,40,10.29,scattered clouds
338,Pestovo,RU,58.59,35.8,36.09,84,45,10.11,scattered clouds
339,Sinnai,IT,39.3,9.2,66.0,93,0,5.82,clear sky
340,Paita,PE,-5.09,-81.11,75.2,69,0,13.87,clear sky
341,Akyab,MM,20.15,92.9,78.28,79,0,6.24,clear sky
342,Ofaqim,IL,31.31,34.62,70.0,73,0,7.11,clear sky
343,Krasnoselkup,RU,65.7,82.47,8.28,95,83,4.9,broken clouds
344,Adrar,MR,20.5,-10.07,84.81,14,0,8.34,clear sky
345,North Bend,US,43.41,-124.22,48.99,70,75,10.29,broken clouds
346,Palmer,US,42.16,-72.33,73.4,33,20,3.36,few clouds
347,Lamu,KE,-2.27,40.9,75.2,100,75,8.41,broken clouds
348,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,21.2,67,100,8.95,overcast clouds
349,Deputatskiy,RU,69.3,139.9,-18.24,89,2,2.35,clear sky
350,Dingle,PH,11.0,122.67,75.27,85,49,1.21,scattered clouds
351,Colares,PT,38.8,-9.45,61.0,87,20,3.36,few clouds
352,San Quintin,MX,30.48,-115.95,62.55,49,91,13.56,overcast clouds
353,Southampton,GB,50.9,-1.4,57.2,93,20,1.12,few clouds
354,Belaya Gora,RU,68.53,146.42,-20.51,88,85,1.12,overcast clouds
355,Necochea,AR,-38.55,-58.74,72.37,52,100,12.21,overcast clouds
356,Kodinsk,RU,58.69,99.18,34.34,90,100,7.78,overcast clouds
357,Abu Samrah,SY,35.3,37.18,62.65,57,0,5.23,clear sky
358,Kavieng,PG,-2.57,150.8,81.81,74,100,5.06,overcast clouds
359,Qasigiannguit,GL,68.82,-51.19,15.8,72,75,5.82,broken clouds
360,Port-Gentil,GA,-0.72,8.78,80.6,88,40,6.93,scattered clouds
361,San Jose,US,37.34,-121.89,57.0,26,40,9.17,scattered clouds
362,Talnakh,RU,69.49,88.4,12.2,92,40,8.95,light snow
363,Ola,RU,59.58,151.28,6.62,85,47,12.28,scattered clouds
364,Ugoofaaru,MV,5.67,73.0,83.62,75,43,10.47,scattered clouds
